"name","player","pos","projections","risk","inflatedCost","team","overallRank","pick","positionRank","projectedPts_accu","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_fox","projectedPts_nfl","projectedPts_wf","projectedPts_yahoo","projectedPtsMean","projectedPtsMedian","vor","sdPick","sdPts","cost_yahoo","costProjected_yahoo","costAvg_yahoo","costMax_yahoo","adp_yahoo","cost_espn","adp_espn","cost_fp","adp_fp","adp_ffc","adpSD_ffc","avgCost","bidUpTo"
"ZACHMETTENBERGER","Zach Mettenberger","QB",15.039719891966,4.12946714135961,1,"TEN",419,NA,46,NA,27.94,NA,NA,NA,14.24,NA,NA,NA,6.1,5.86,29.4,NA,16.14,NA,NA,13.6614285714286,15.039719891966,-230.042594224558,NA,10.2353635336839,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"PLAXICOBURRESS","Plaxico Burress","WR",14.96,NA,1,"PIT",420,NA,177,14.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.96,14.96,-128.43922168961,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"CHRISTIANPONDER","Christian Ponder","QB",14.8859221003108,17.1717777497851,1,"MIN",421,NA,47,186.18,NA,NA,NA,NA,2.2,9.4,NA,NA,NA,16.74,NA,NA,32.06,NA,NA,32.7442857142857,14.8859221003108,-230.196392016213,NA,77.3044699871877,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1
"ALBERTWILSON","Albert Wilson","WR",14.875,4.1672822737305,1,"KC",422,NA,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,22.25,NA,NA,NA,NA,NA,14.875,14.875,-128.52422168961,NA,10.4298250225016,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"LAVELLEHAWKINS","Lavelle Hawkins","WR",14.86,3.95205791102111,1,"TB",423,NA,179,-0.03,NA,NA,NA,NA,17.125,NA,14.875,NA,NA,NA,NA,NA,NA,NA,NA,10.6516666666667,14.86,-128.53922168961,NA,9.32304984076205,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"FRANKSUMMERS","Frank Summers","RB",14.7206693517474,3.87999303402151,1,"BUF",424,NA,122,17.5,26.9,12.125,NA,NA,19.5125,NA,NA,5.475,1.125,5.25,1.125,NA,NA,NA,15.08,11.4805,14.7206693517474,-103.207144849323,NA,8.95246160282187,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"DANESANZENBACHER","Dane Sanzenbacher","WR",14.6514061690245,3.77899025362191,1,"CIN",425,NA,180,NA,NA,20.875,NA,NA,19.1875,16.875,NA,10.5,2.5,22.625,1.25,2.5,NA,NA,14.0375,11.035,14.6514061690245,-128.747815520586,NA,8.43306236183577,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"JEDCOLLINS","Jed Collins","RB",14.5679826809059,4.01594505697202,1,"DET",426,NA,123,14.155,29.65,11.175,NA,NA,20.4125,NA,NA,NA,1.25,2.125,NA,7.05,NA,NA,17.85,13.5741517857143,14.5679826809059,-103.359831520165,NA,9.65158470865758,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"TAVARRESKING","Tavarres King","WR",14.5565734232611,4.52441899628812,1,"CAR",427,NA,181,NA,NA,NA,NA,NA,26.55,2.65,NA,34.75,10,7.125,3.125,NA,NA,NA,11.775,13.7107142857143,14.5565734232611,-128.842648266349,NA,12.2663738966097,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"DARYLRICHARDSON","Daryl Richardson","RB",14.501977325838,4.6353483829132,1,"NYJ",428,NA,124,NA,25,16.125,NA,NA,13.0775,12.925,6.7,17.575,NA,11.55,1.875,NA,46.275,NA,NA,11.966875,14.501977325838,-103.425836875232,NA,12.8368199673829,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"ANTONESMITH","Antone Smith","RB",14.4824683051234,3.69889575971444,1,"ATL",429,NA,125,NA,4.525,15.1,NA,NA,7.51,15.175,NA,11.95,29.75,15.275,5.75,NA,NA,NA,NA,11.6705555555556,14.4824683051234,-103.445345895947,NA,8.02118241973802,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"JAMESHANNA","James Hanna","TE",14.4557100810483,4.06450025711389,1,"DAL",430,NA,77,30.485,NA,NA,NA,NA,20.125,9.375,NA,9.875,1.875,13.375,3.75,NA,NA,NA,NA,12.5742857142857,14.4557100810483,-103.899214195382,NA,9.90127619239536,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"VIRGILGREEN","Virgil Green","TE",14.4498745115473,3.70290934808635,1,"DEN",431,NA,78,NA,NA,NA,NA,NA,23.6875,6.9,NA,NA,1.875,14.25,12.875,NA,NA,NA,19.85,11.4910714285714,14.4498745115473,-103.905049764883,NA,8.04182199763627,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"MATTMCGLOIN","Matt McGloin","QB",14.2960430293842,4.97038343996492,1,"OAK",432,NA,48,1.31,NA,NA,NA,NA,NA,11.8,NA,NA,NA,NA,NA,NA,30.08,NA,NA,7.18833333333333,14.2960430293842,-230.78627108714,NA,14.5597126803153,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1
"RICARDOLOCKETTE","Ricardo Lockette","WR",14.2499995549279,4.78088004448404,1,"SEA",433,NA,182,NA,NA,34.875,NA,NA,24.625,6.875,NA,12.25,NA,NA,NA,1.5,NA,NA,NA,11.4464285714286,14.2499995549279,-129.149222134683,NA,13.585205648057,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"RHETTELLISON","Rhett Ellison","TE",14.1226277796668,3.64996406147321,1,"MIN",434,NA,79,NA,NA,NA,NA,NA,21.75,9.875,NA,6.5,2.5,13.75,2.5,NA,NA,NA,19.55,9.103125,14.1226277796668,-104.232296496764,NA,7.76955482269461,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"JOSEPHMORGAN","Joseph Morgan","WR",13.175,6.87612160671104,1,"NO",435,NA,183,NA,NA,NA,NA,NA,47.675,13.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.3166666666667,13.175,-130.22422168961,NA,24.3598286118766,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"MARIONGRICE","Marion Grice","RB",13.0249892948059,6.00490236105902,1,"SD",436,NA,126,NA,21.7,NA,NA,NA,10.85,NA,NA,NA,16.25,NA,2.625,NA,54.425,NA,NA,13.23125,13.0249892948059,-104.902824906265,NA,19.8796488273812,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"MATTFLYNN","Matt Flynn","QB",12.7247079617899,5.05322448911367,1,"GB",437,NA,49,NA,21.48,NA,NA,NA,12.764,45.74,1.16,8.3,8.2,6.46,NA,NA,NA,NA,NA,11.1504444444444,12.7247079617899,-232.357606154734,NA,14.9857165772389,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1
"JEREMYROSS","Jeremy Ross","WR",12.5110864852965,3.15876029934534,1,"DET",438,NA,184,-5.49,NA,NA,NA,NA,6.1,11.075,NA,4.775,NA,5.5,3.75,NA,NA,NA,8.87,10.125,12.5110864852965,-130.888135204314,NA,5.24357622874567,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"DOMENIKHIXON","Domenik Hixon","WR",12.2103000406593,2.61623805727981,1,NA,439,NA,185,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.625,NA,NA,16.25,NA,NA,7.2425,12.2103000406593,-131.188921648951,NA,2.45369619146299,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"BRANDONWEEDEN","Brandon Weeden","QB",12.1209725812528,4.44239268490619,1,"DAL",440,NA,50,NA,16.08,5.32,NA,NA,11.352,40,10.24,7.74,14,0.92,NA,NA,NA,NA,NA,9.8152,12.1209725812528,-232.961341535271,NA,11.8445597276917,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1
"TAYLORTHOMPSON","Taylor Thompson","TE",12.0562538047452,4.97979497527539,1,"TEN",441,NA,80,NA,NA,NA,NA,NA,8.4875,3.125,NA,4.5,41.375,22.5,21.625,NA,NA,NA,NA,14.5160714285714,12.0562538047452,-106.298670471685,NA,14.6081107964605,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"CYRUSGRAY","Cyrus Gray","RB",11.6807709100661,4.05499296205502,1,"KC",442,NA,127,-0.03,23.65,5.35,NA,NA,14.5,15.975,NA,3.725,NA,6.225,30.125,13.525,NA,NA,NA,10.9025,11.6807709100661,-106.247043291004,NA,9.85238563890887,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"JORVORSKIELANE","Jorvorskie Lane","RB",11.5994350179173,3.97021502993036,1,"TB",443,NA,128,26.37,17.025,4.3,NA,NA,10.6625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.442,11.5994350179173,-106.328379183153,NA,9.41642146620289,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"JEFFWILLIAMS","Jeff Williams","RB",10.75,NA,1,NA,444,NA,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.75,NA,NA,NA,NA,10.75,10.75,-107.17781420107,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"ISAIAHPEAD","Isaiah Pead","RB",10.7322567418333,3.60788417234264,1,"STL",445,NA,130,19.805,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.75,NA,NA,NA,NA,4.885,10.7322567418333,-107.195557459237,NA,7.55316214133745,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"DANTEROSARIO","Dante Rosario","TE",10.7038962431166,3.24591826104823,1,"CHI",446,NA,81,0.74,NA,NA,NA,NA,15.725,NA,NA,5,6.25,13.875,10.375,NA,NA,NA,NA,7.41214285714286,10.7038962431166,-107.651028033314,NA,5.69177952547941,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"JASONCAMPBELL","Jason Campbell","QB",10.5801599542309,6.10441892755614,1,"CIN",447,NA,51,9.71,NA,7.04,NA,NA,6.4,67.86,13.92,2.9,3.3,7.12,NA,NA,19.62,NA,NA,13.436,10.5801599542309,-234.502154162293,NA,20.3914053245751,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1
"NAAMANROOSEVELT","Naaman Roosevelt","WR",10.4125,NA,1,"BUF",448,NA,186,NA,NA,NA,NA,NA,10.4125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4125,10.4125,-132.98672168961,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"BRIANTYMS","Brian Tyms","WR",10.35,NA,1,"CLE",449,NA,187,NA,NA,NA,NA,NA,NA,20.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.35,10.35,-133.04922168961,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"THADDEUSLEWIS","Thaddeus Lewis","QB",10.3163505206354,4.3479808580545,1,"BUF",450,NA,52,1.46,NA,NA,NA,NA,7.9,4.24,7.9,9.44,37.9,12.42,16.6,NA,NA,NA,NA,12.16375,10.3163505206354,-234.765963595888,NA,11.3590539721782,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"JOSHBOYCE","Josh Boyce","WR",10.2187439200031,3.97527824799423,1,"NE",451,NA,188,NA,NA,NA,NA,NA,14.0625,12,NA,6.375,NA,5.375,9.375,NA,31.125,NA,NA,9.7890625,10.2187439200031,-133.180477769607,NA,9.44245868625681,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"JAMESCASEY","James Casey","TE",10.155479591101,3.45938025949086,1,"PHI",452,NA,82,9.11,NA,NA,NA,NA,12.6,4.75,NA,20.5,2.5,4,NA,NA,NA,NA,NA,8.89,10.155479591101,-108.199444685329,NA,6.78949188084057,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"LAMICHAELJAMES","LaMichael James","RB",10.0757102845628,4.01718189579896,1,"SF",453,NA,131,-8.55,10.875,7.475,NA,NA,6.8875,28.325,NA,13.5,5.5,4.075,2.625,NA,NA,NA,16.1625,7.20454545454546,10.0757102845628,-107.852103916508,NA,9.65794505978253,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"MICHAELFORD","Michael Ford","RB",10.0755803271104,3.5725211838131,1,"CHI",454,NA,132,NA,20.8,14.2,NA,NA,17.5,NA,NA,NA,4.125,14.8,0.4,15.225,NA,NA,NA,8.505,10.0755803271104,-107.85223387396,NA,7.37131061874991,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"JONASGRAY","Jonas Gray","RB",10.05,4.84105449360891,1,"NE",455,NA,133,NA,NA,NA,NA,NA,NA,0.225,NA,NA,19.875,NA,NA,NA,NA,NA,NA,10.05,10.05,-107.87781420107,NA,13.8946482503157,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"ORSONCHARLES","Orson Charles","RB",10.0375,3.20371821475355,1,"CIN",456,NA,134,5.185,14.15,NA,NA,NA,10.9125,NA,NA,2.375,NA,1.625,NA,NA,NA,NA,NA,7.90125,10.0375,-107.89031420107,NA,5.47476894489621,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"ALANBONNER","Alan Bonner","WR",9.89375,NA,1,"HOU",457,NA,189,NA,NA,NA,NA,NA,19.7875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.89375,9.89375,-133.50547168961,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"GREGSALAS","Greg Salas","WR",9.89375,NA,1,"NYJ",457,NA,189,NA,NA,NA,NA,NA,19.7875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.89375,9.89375,-133.50547168961,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"DEVINHESTER","Devin Hester","WR",9.82599546382507,4.01056018557671,1,"ATL",459,NA,191,-7.68,NA,NA,NA,NA,19.1875,0.1,NA,NA,NA,1,3.75,NA,NA,NA,12.72,6.95535714285714,9.82599546382507,-133.573226225785,NA,9.62389341041348,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"BRICEBUTLER","Brice Butler","WR",9.78931736337792,4.32237827481994,1,"OAK",460,NA,192,17.115,NA,NA,NA,NA,25.525,NA,NA,4.5,NA,1.375,NA,NA,NA,NA,NA,9.622,9.78931736337792,-133.609904326233,NA,11.2273946035282,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"STANLEYHAVILI","Stanley Havili","RB",9.76249278615449,3.55001409605,1,"IND",461,NA,135,20.13,17.9,7.275,NA,NA,12.5875,21.125,NA,9.2,1.75,6.125,1.875,NA,NA,NA,16.4825,11.369,9.76249278615449,-108.165321414916,NA,7.25556960395101,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"MICHAELEGNEW","Michael Egnew","TE",9.72577614016286,2.381388731115,1,"MIA",462,NA,83,13.68,NA,NA,NA,NA,11.4375,NA,NA,NA,NA,NA,13.5,NA,NA,NA,NA,7.6785,9.72577614016286,-108.629148136268,NA,1.24600110353081,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"RYANGRANT","Ryan Grant","WR",9.6875,3.4716341088917,1,"WAS",463,NA,193,NA,NA,NA,NA,NA,8.1625,NA,NA,22.5,7.5,5.125,11.875,NA,NA,NA,NA,11.0325,9.6875,-133.71172168961,NA,6.85250638452822,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"TOMMYBOHANON","Tommy Bohanon","RB",9.67125,3.28097290951116,1,"NYJ",464,NA,136,NA,21.975,7.45,NA,NA,14.7125,NA,NA,5.175,10.5,7,NA,NA,NA,NA,14.5475,11.5585714285714,9.67125,-108.25656420107,NA,5.872045432345,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"CROCKETTGILLMORE","Crockett Gillmore","TE",9.62499825307561,3.92643447431096,1,"BAL",465,NA,84,NA,NA,NA,NA,NA,12.625,NA,NA,11.25,26,4,3.125,NA,NA,NA,NA,9.5,9.62499825307561,-108.729926023355,NA,9.19128323467404,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"DAVIDPAULSON","David Paulson","TE",9.59375,3.94073504829431,1,"PIT",466,NA,85,27.165,NA,NA,NA,NA,13.7625,7.125,17,18.375,1.875,4,1.25,NA,NA,NA,NA,10.1815625,9.59375,-108.76117427643,NA,9.26482286638745,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"BRANDONTATE","Brandon Tate","WR",9.57174918998869,2.94331929981741,1,"CIN",467,NA,194,7.035,NA,NA,NA,NA,5.1625,3.25,NA,16.25,4.75,9.375,9.375,NA,NA,NA,10.475,9.79066964285714,9.57174918998869,-133.827472499622,NA,4.135687008376,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"DANIELFELLS","Daniel Fells","TE",9.515625,3.47758394123143,1,"NYG",468,NA,86,7.18,NA,NA,NA,NA,5.9375,0.5,NA,12.125,13.75,16,21,NA,NA,NA,NA,10.8989285714286,9.515625,-108.83929927643,NA,6.88310295215755,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"GERELLROBINSON","Gerell Robinson","TE",9.1,NA,1,"DEN",469,NA,87,NA,NA,NA,NA,NA,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,9.1,-109.25492427643,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"NICKWILLIAMS","Nick Williams","WR",9.1,NA,1,"PIT",469,NA,195,NA,NA,NA,NA,NA,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,9.1,-134.29922168961,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"ANTHONYARMSTRONG","Anthony Armstrong","WR",8.9966204954449,2.90397416751507,1,"CLE",471,NA,196,NA,NA,NA,NA,NA,12.8625,5.775,NA,NA,NA,NA,NA,NA,NA,NA,12.275,7.803125,8.9966204954449,-134.402601194166,NA,3.93335760938836,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"MARKSANCHEZ","Mark Sanchez","QB",8.89950122919298,4.19344037843047,1,"PHI",472,NA,53,0.94,20.18,7.54,5.72,NA,11.212,1.2,8.76,11,19.6,6.72,NA,NA,37.56,NA,NA,10.8518333333333,8.89950122919298,-236.182812887331,NA,10.5643411187223,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1
"CHRISGRAGG","Chris Gragg","TE",8.878125,3.25694103899647,1,"BUF",473,NA,88,NA,NA,NA,NA,NA,10.1375,NA,NA,NA,5,18.25,7.5,NA,NA,NA,NA,10.221875,8.878125,-109.47679927643,NA,5.74846333633317,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"ARTHURLYNCH","Arthur Lynch","TE",8.87728755590647,3.36856791822314,1,"MIA",474,NA,89,NA,NA,NA,NA,NA,16.875,NA,NA,6.25,NA,5.625,NA,NA,NA,NA,NA,7.1875,8.87728755590647,-109.477636720524,NA,6.3224962106223,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"MIKEGILLISLEE","Mike Gillislee","RB",8.87249700704266,3.77195719088473,1,"MIA",475,NA,137,NA,8.65,22.475,NA,NA,11.5325,4.975,10.975,1.5,5.875,5.55,26.625,NA,NA,NA,NA,9.81575,8.87249700704266,-109.055317194028,NA,8.39689536293689,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"CHASEFORD","Chase Ford","TE",8.85676161205888,3.51175240514678,1,"MIN",476,NA,90,NA,NA,NA,NA,NA,10.625,19.125,NA,NA,NA,2.5,6.875,NA,NA,NA,NA,7.825,8.85676161205888,-109.498162664372,NA,7.05881172129323,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"KENJONBARNER","Kenjon Barner","RB",8.84500540770067,3.43774026827712,1,"PHI",477,NA,138,6.95,12.525,11.3,19.675,NA,11.4225,NA,9.075,21.525,6.375,1.525,1.625,NA,NA,NA,NA,9.60575,8.84500540770067,-109.08280879337,NA,6.67820984516892,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"COREYWASHINGTON","Corey Washington","WR",8.8,NA,1,"NYG",478,NA,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.6,8.8,8.8,-134.59922168961,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"TJJONES","T.J. Jones","WR",8.63032446598805,3.52560036401804,1,"DET",479,NA,198,NA,NA,16.375,NA,NA,13.625,NA,NA,NA,NA,3.125,2.5,NA,NA,NA,NA,5.9375,8.63032446598805,-134.768897223622,NA,7.13002381365822,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"BEARPASCOE","Bear Pascoe","TE",8.60000265353668,3.30551368514637,1,"NYG",480,NA,91,17.225,NA,NA,NA,NA,14.4,9.575,NA,NA,NA,5,3.125,NA,NA,NA,NA,8.2175,8.60000265353668,-109.754921622894,NA,5.99824453486185,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"TANDONDOSS","Tandon Doss","WR",8.57740162345065,4.07815319325687,1,"JAX",481,NA,199,17.38,NA,NA,NA,NA,13.6,6.375,NA,10,NA,9,4.375,1.25,33.125,NA,NA,9.87655555555556,8.57740162345065,-134.82182006616,NA,9.97148539497215,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"KYLEORTON","Kyle Orton","QB",8.44452562362455,3.27992400417443,1,"DAL",482,NA,54,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.14,NA,NA,15.66,NA,NA,4.64,8.44452562362455,-236.637788492899,NA,5.86665151513195,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"CEDRICPEERMAN","Cedric Peerman","RB",8.28592887611643,3.56886390418278,1,"CIN",483,NA,139,NA,10.95,17.175,NA,NA,14.0625,21.875,NA,5.975,2.5,4.15,2.125,NA,NA,NA,NA,8.75694444444444,8.28592887611643,-109.641885324954,NA,7.35250333189559,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"JUWANTHOMPSON","Juwan Thompson","RB",8.25,NA,1,"DEN",484,NA,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.5,NA,NA,NA,NA,NA,NA,8.25,8.25,-109.67781420107,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"HENRYHYNOSKI","Henry Hynoski","RB",8.16874544738514,3.35190162444543,1,"NYG",485,NA,141,NA,19.7,4.575,NA,NA,12.1375,NA,NA,NA,NA,2.625,NA,6.65,NA,NA,11.4625,8.16428571428571,8.16874544738514,-109.759068753685,NA,6.23679104187402,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"TERRENCETOLIVER","Terrence Toliver","WR",8.1625,NA,1,"CHI",486,NA,200,NA,NA,NA,NA,NA,8.1625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1625,8.1625,-135.23672168961,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"FELIXJONES","Felix Jones","RB",8.07,NA,1,NA,487,NA,142,17.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.07,8.07,-109.85781420107,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"STEPHENWILLIAMS","Stephen Williams","WR",8.045,NA,1,"JAC",488,NA,201,8.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.045,8.045,-135.35422168961,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"RYANWILLIAMS","Ryan Williams","RB",8.02499082156162,3.30415469171366,1,"DAL",489,NA,143,NA,20.475,NA,10.9,NA,10.705,14,6.3,2.875,2,7.125,3.75,NA,NA,NA,NA,7.003,8.02499082156162,-109.902823379509,NA,5.9912560128166,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"BRITTANGOLDEN","Brittan Golden","WR",8.01158638788531,2.83242527394792,1,"ARI",490,NA,202,NA,NA,NA,NA,NA,10.6875,4.25,NA,10.125,NA,NA,NA,NA,NA,NA,NA,6.265625,8.01158638788531,-135.387635301725,NA,3.56542277764269,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"ZACHPOTTER","Zach Potter","TE",7.9775,4.03459039777486,1,"HOU",491,NA,92,15.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,NA,NA,NA,NA,7.9775,7.9775,-110.37742427643,NA,9.74746697865656,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"BRUCEGRADKOWSKI","Bruce Gradkowski","QB",7.87802791282836,3.15630163320349,1,"PIT",492,NA,55,1.93,NA,NA,NA,NA,15.23,0.24,7.4,11.2,8.1,8.24,NA,NA,NA,NA,13.66,7.06666666666667,7.87802791282836,-237.204286203696,NA,5.2309327220733,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"MATTSPAETH","Matt Spaeth","TE",7.73518028359252,3.21406072437271,1,"PIT",493,NA,93,NA,NA,NA,NA,NA,15.125,11,NA,8.25,0.625,2.625,9.75,NA,NA,NA,14.4875,7.7328125,7.73518028359252,-110.619743992838,NA,5.52795452676666,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"JEWELHAMPTON","Jewel Hampton","RB",7.675,NA,1,"SFO",494,NA,144,NA,NA,NA,NA,NA,NA,7.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.675,7.675,-110.25281420107,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"WILLJOHNSON","Will Johnson","RB",7.58312789337654,3.26105713524906,1,"PIT",495,NA,145,NA,19.125,5.875,NA,NA,12.5,NA,NA,3.25,13.5,7.975,4.25,NA,NA,NA,NA,8.309375,7.58312789337654,-110.344686307694,NA,5.76963005333799,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"ALVESTERALEXANDER","Alvester Alexander","RB",7.51034283438737,2.67871167317852,1,NA,496,NA,146,NA,9.25,NA,NA,NA,6.9425,3.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.81958333333333,7.51034283438737,-110.417471366683,NA,2.77496208682809,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"JEROMEFELTON","Jerome Felton","RB",7.49374720728547,3.08479360669826,1,"MIN",497,NA,147,7.105,14.45,6.725,NA,NA,10.5875,NA,NA,NA,NA,1.375,NA,NA,NA,NA,NA,6.68958333333333,7.49374720728547,-110.434066993785,NA,4.8632080461358,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"CHRISTHOMPSON","Chris Thompson","RB",7.46875353910695,3.57707394468801,1,"WAS",498,NA,148,-2.52,18.325,NA,NA,NA,9.1625,NA,NA,NA,9.375,1.825,2.625,NA,NA,NA,NA,3.96027777777778,7.46875353910695,-110.459060661964,NA,7.39472285090298,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"TEVINREESE","Tevin Reese","WR",7.4375,2.71100808370378,1,"SD",499,NA,203,NA,NA,NA,NA,NA,6.1875,NA,NA,NA,11.25,6.125,NA,NA,NA,NA,NA,7.85416666666667,7.4375,-135.96172168961,NA,2.94104396147581,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"KELLENWINSLOW","Kellen Winslow Jr","TE",7.3575,10.2064814363958,1,NA,500,NA,94,14.955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.625,NA,NA,NA,NA,21.965,7.3575,-110.99742427643,NA,41.4859548522147,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1
"VONTALEACH","Vonta Leach","RB",7.3375,NA,1,NA,501,NA,149,15.965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3375,7.3375,-110.59031420107,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
