"name","pos","name_accu","team_accu","positionRank_accu","overallRank_accu","pts_accu","passAtt_accu","passComp_accu","passYds_accu","passTds_accu","passInt_accu","rushAtt_accu","rushYds_accu","rushTds_accu","rec_accu","recYds_accu","recTds_accu","returnTds_accu","twoPts_accu","fumbles_accu"
"TRENTROBINSON","DB","Trent Robinson","WAS",261,1063,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CURTISBROWN","DB","Curtis Brown","PIT",261,1063,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TONYFIAMMETTA","RB","Tony Fiammetta","CHI",106,1071,5.2,NA,NA,NA,NA,NA,0,0,0,3.2,45,0.13,NA,NA,0.03
"DOUGHOGUE","LB","Doug Hogue","CAR",193,1071,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GEORGEJOHNSON","DL","George Johnson","MIN",209,1071,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KELLENHEARD","DL","Kellen Heard","IND",209,1071,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ROBERTGOLDEN","DB","Robert Golden","PIT",265,1071,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRADSMITH","WR","Brad Smith","PHI",136,1076,5,NA,NA,NA,NA,NA,NA,NA,NA,2.7,35,0.27,NA,NA,0.08
"LAWRENCESIDBURY","DL","Lawrence Sidbury","IND",211,1076,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CORVEYIRVIN","DL","Corvey Irvin","DAL",211,1076,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JACOBYFORD","WR","Jacoby Ford","NYJ",137,1079,4.9,NA,NA,NA,NA,NA,NA,NA,NA,4.1,37,0.16,NA,NA,1.97
"LERONMCCLAIN","RB","LeRon McClain","SD",107,1080,4.8,NA,NA,NA,NA,NA,8.6,20,0.1,3.3,16,0.15,NA,NA,0.12
"JORDANSENN","LB","Jordan Senn","CHI",194,1080,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHRISHARRIS","DB","Chris Harris","JAC",266,1080,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JEROMEMURPHY","DB","Jerome Murphy","WAS",266,1080,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BENHARTSOCK","TE","Ben Hartsock","CAR",69,1084,4.7,NA,NA,NA,NA,NA,NA,NA,NA,4.8,38,0.16,NA,NA,0.04
"KYLEORTON","QB","Kyle Orton","DAL",35,1085,4.6,12.1,7.8,88,0.46,0.41,NA,0,0,NA,NA,NA,NA,NA,0.01
"DAVIDWILSON","RB","David Wilson","NYG",108,1085,4.6,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0.24
"STEWARTBRADLEY","LB","Stewart Bradley","DEN",195,1085,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DESHAWNSHEAD","DB","Deshawn Shead","SEA",268,1085,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MICHAELVICK","QB","Michael Vick","NYJ",36,1089,4.5,10,5.4,64,0.28,0.2,NA,10,0.07,NA,NA,NA,NA,NA,0.14
"ORSONCHARLES","RB","Orson Charles","CIN",109,1090,4.4,NA,NA,NA,NA,NA,0,0,0,3.2,35,0.15,NA,NA,0.03
"WILLHERRING","LB","Will Herring","NO",196,1091,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EARLBENNETT","WR","Earl Bennett","CHI",138,1092,4.1,NA,NA,NA,NA,NA,NA,NA,NA,1.8,22,0.25,NA,NA,0.1
"HEATHFARWELL","LB","Heath Farwell","SEA",197,1092,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KENNYONATOLU","LB","Kenny Onatolu","CAR",198,1094,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CURTISPAINTER","QB","Curtis Painter","NYG",37,1095,3.7,29.6,14,164,0.55,1.73,NA,-3,0,NA,NA,NA,NA,NA,0.65
"TYLERTHIGPEN","QB","Tyler Thigpen","CLE",37,1095,3.7,14.2,8.2,79,0.3,0.29,NA,0,0,NA,NA,NA,NA,NA,0.01
"BRYANKEHL","LB","Bryan Kehl","WAS",199,1095,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOHNCONNER","RB","John Conner","NYG",110,1098,3.6,NA,NA,NA,NA,NA,0,0,0,4,26,0.18,NA,NA,0.02
"JOSHMORGAN","WR","Josh Morgan","CHI",139,1099,3.5,NA,NA,NA,NA,NA,NA,NA,NA,2.4,28,0.1,NA,NA,0.11
"JERMAINEKEARSE","WR","Jermaine Kearse","SEA",139,1099,3.5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.58
"BRANDONLLOYD","WR","Brandon Lloyd","SF",139,1099,3.5,NA,NA,NA,NA,NA,NA,NA,NA,2.4,26,0.15,NA,NA,0.03
"SCOTTTOLZIEN","QB","Scott Tolzien","GB",39,1102,2.9,6.8,4,46,0.2,0.33,NA,5,0.07,NA,NA,NA,NA,NA,0
"BLAINEGABBERT","QB","Blaine Gabbert","SF",40,1103,2.8,9.4,5,61,0.26,0.42,NA,3,0.01,NA,NA,NA,NA,NA,0.11
"MATTMOORE","QB","Matt Moore","MIA",40,1103,2.8,22.2,9.4,107,0.42,1.25,NA,0,0,NA,NA,NA,NA,NA,0.31
"BROCKOSWEILER","QB","Brock Osweiler","DEN",42,1105,2.7,6.3,4.2,47,0.24,0.09,NA,0,0,NA,NA,NA,NA,NA,0
"LANCEDUNBAR","RB","Lance Dunbar","DAL",111,1106,2.6,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0.2
"BRUCEGRADKOWSKI","QB","Bruce Gradkowski","PIT",43,1107,2.4,12.9,5.7,60,0.2,0.25,NA,-1,0,NA,NA,NA,NA,NA,0.14
"PATRICKEDWARDS","WR","Patrick Edwards","DET",142,1107,2.4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.12
"DEREKANDERSON","QB","Derek Anderson","CAR",44,1109,2.3,5.7,4.3,42,0.21,0.12,NA,0,0,NA,NA,NA,NA,NA,0
"TERRELLEPRYOR","QB","Terrelle Pryor","SEA",45,1110,2.2,4.4,2.6,32,0.15,0.15,NA,5,0.03,NA,NA,NA,NA,NA,0.04
"DANORLOVSKY","QB","Dan Orlovsky","DET",46,1111,2.1,6.3,3.4,40,0.19,0.13,NA,0,0,NA,NA,NA,NA,NA,0
"CHASEDANIEL","QB","Chase Daniel","KC",47,1112,2,5.5,3.6,37,0.2,0.15,NA,1,0,NA,NA,NA,NA,NA,0
"MATTCASSEL","QB","Matt Cassel","MIN",47,1112,2,6.3,3.6,40,0.19,0.24,NA,2,0.01,NA,NA,NA,NA,NA,0.06
"JOSEPHANDERSON","WR","Joseph Anderson","CHI",143,1112,2,NA,NA,NA,NA,NA,NA,NA,NA,1.3,15,0.06,NA,NA,0.01
"MATTHASSELBECK","QB","Matt Hasselbeck","IND",49,1115,1.9,6,3.5,40,0.17,0.18,NA,0,0,NA,NA,NA,NA,NA,0.03
"CASEKEENUM","QB","Case Keenum","HOU",49,1115,1.9,5.8,3.1,33,0.15,0.11,NA,2,0.02,NA,NA,NA,NA,NA,0.08
"JALENPARMELE","RB","Jalen Parmele","ARI",112,1115,1.9,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0.08
"THADDEUSLEWIS","QB","Thaddeus Lewis","BUF",51,1118,1.7,5.4,3.1,35,0.14,0.11,NA,1,0.01,NA,NA,NA,NA,NA,0.11
"MIKEGLENNON","QB","Mike Glennon","TB",51,1118,1.7,5.2,3,32,0.16,0.12,NA,0,0,NA,NA,NA,NA,NA,0.03
"QUINTONPATTON","WR","Quinton Patton","SF",144,1118,1.7,NA,NA,NA,NA,NA,NA,NA,NA,1.1,14,0.05,NA,NA,0.02
"MATTMCGLOIN","QB","Matt McGloin","OAK",53,1121,1.6,6,3.1,36,0.16,0.25,NA,1,0,NA,NA,NA,NA,NA,0.04
"KELLENCLEMENS","QB","Kellen Clemens","SD",54,1122,1.5,5.1,2.8,33,0.13,0.13,NA,1,0,NA,NA,NA,NA,NA,0.09
"LUKEMCCOWN","QB","Luke McCown","NO",54,1122,1.5,7.1,3,34,0.12,0.15,NA,0,0,NA,NA,NA,NA,NA,0
"BRADSMELLEY","RB","Brad Smelley","HOU",113,1122,1.5,NA,NA,NA,NA,NA,0,0,0,2,9,0.09,NA,NA,0.02
"NILESPAUL","TE","Niles Paul","WAS",70,1122,1.5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.08
"TJYATES","QB","T.J. Yates","ATL",56,1126,1.4,7.1,4.3,44,0.18,0.41,NA,0,0,NA,NA,NA,NA,NA,0.14
"TYRODTAYLOR","QB","Tyrod Taylor","BAL",56,1126,1.4,6.4,2.9,33,0.12,0.33,NA,2,0.02,NA,NA,NA,NA,NA,0
"JERONMASTRUD","TE","Jeron Mastrud","CHI",71,1128,1.3,NA,NA,NA,NA,NA,NA,NA,NA,0.9,10,0.05,NA,NA,0.01
"MARKSANCHEZ","QB","Mark Sanchez","PHI",58,1129,1.2,4.6,2.5,29,0.11,0.15,NA,0,0,NA,NA,NA,NA,NA,0.07
"ARMANTIEDWARDS","WR","Armanti Edwards","CHI",145,1129,1.2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.09
"LEONWASHINGTON","RB","Leon Washington","TEN",114,1131,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0.09
"VANCEMCDONALD","TE","Vance McDonald","SF",72,1131,1,NA,NA,NA,NA,NA,NA,NA,NA,0.7,9,0.02,NA,NA,0.02
"TIQUANUNDERWOOD","WR","Tiquan Underwood","CAR",146,1133,0.8,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.03
"DANTEROSARIO","TE","Dante Rosario","CHI",73,1133,0.8,NA,NA,NA,NA,NA,NA,NA,NA,0.3,4,0.05,NA,NA,0.02
"RYANMALLETT","QB","Ryan Mallett","NE",59,1135,0.7,6.9,2.6,29,0.1,0.38,NA,-1,0,NA,NA,NA,NA,NA,0
"ERICWEEMS","WR","Eric Weems","CHI",147,1135,0.7,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.12
"COLEBEASLEY","WR","Cole Beasley","DAL",147,1135,0.7,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.26
"CHRISGRONKOWSKI","RB","Chris Gronkowski","SD",115,1138,0.6,NA,NA,NA,NA,NA,0,0,0,0.3,3,0.02,NA,NA,0.02
"PERCYHARVIN","WR","Percy Harvin","SEA",149,1138,0.6,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.01
"GARRETTCELEK","TE","Garrett Celek","SF",74,1138,0.6,NA,NA,NA,NA,NA,NA,NA,NA,0.7,6,0.02,NA,NA,0.08
"KAHLILBELL","RB","Kahlil Bell","GB",116,1141,0.5,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0.04
"JOEMCKNIGHT","RB","Joe McKnight","KC",117,1142,0.4,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0.04
"JOSHUACRIBBS","WR","Joshua Cribbs","NYJ",150,1142,0.4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.03
"KEILANDWILLIAMS","RB","Keiland Williams","WAS",118,1144,0.3,NA,NA,NA,NA,NA,0,0,0,0.5,3,0.02,NA,NA,0.01
"RONNIEBROWN","RB","Ronnie Brown","SD",118,1144,0.3,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0.01
"JEREMYSTEWART","RB","Jeremy Stewart","OAK",118,1144,0.3,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0.03
"JOEWEBB","WR","Joe Webb","CAR",151,1144,0.3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.05
"KEVINOGLETREE","WR","Kevin Ogletree","DET",151,1144,0.3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"LAVELLEHAWKINS","WR","Lavelle Hawkins","TB",151,1144,0.3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.01
"DEONTETHOMPSON","WR","Deonte Thompson","BAL",151,1144,0.3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"STEPHENBURTON","WR","Stephen Burton","JAC",151,1144,0.3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"DORINDICKERSON","TE","Dorin Dickerson","TEN",75,1144,0.3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.09
"ALEXGREEN","RB","Alex Green","NYJ",121,1153,0.2,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0
"CYRUSGRAY","RB","Cyrus Gray","KC",121,1153,0.2,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0.01
"TYLERCLUTTS","RB","Tyler Clutts","DAL",121,1153,0.2,NA,NA,NA,NA,NA,0,0,0,0.9,5,0.03,NA,NA,0.3
"MATTHEWSLATER","WR","Matthew Slater","NE",156,1153,0.2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.01
"DJWILLIAMS","TE","D.J. Williams","NE",76,1153,0.2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.01
"EVANROYSTER","RB","Evan Royster","WAS",124,1158,0.1,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0
"ANTHONYDIXON","RB","Anthony Dixon","BUF",124,1158,0.1,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0.01
"DANHERRON","RB","Dan Herron","IND",124,1158,0.1,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0.01
"MICHAELFORD","RB","Michael Ford","CHI",124,1158,0.1,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0
"LAQUANWILLIAMS","WR","LaQuan Williams","BAL",157,1158,0.1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.02
"BRANDONLAFELL","WR","Brandon LaFell","NE",157,1158,0.1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.03
"JOSHBELLAMY","WR","Josh Bellamy","CHI",157,1158,0.1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"MARCUSEASLEY","WR","Marcus Easley","BUF",157,1158,0.1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"GREGMCELROY","QB","Greg McElroy","CIN",60,1166,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"BRANDONWEEDEN","QB","Brandon Weeden","DAL",60,1166,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"COLTMCCOY","QB","Colt McCoy","WAS",60,1166,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"RYANLINDLEY","QB","Ryan Lindley","ARI",60,1166,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"MATTFLYNN","QB","Matt Flynn","GB",60,1166,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"DREWSTANTON","QB","Drew Stanton","ARI",60,1166,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"CHARLIEWHITEHURST","QB","Charlie Whitehurst","TEN",60,1166,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"SHAUNHILL","QB","Shaun Hill","STL",60,1166,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"RICKYSTANZI","QB","Ricky Stanzi","JAC",60,1166,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0
"DELONECARTER","RB","Delone Carter","JAC",128,1166,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0
"JONATHANDWYER","RB","Jonathan Dwyer","ARI",128,1166,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0
"MICHAELSMITH","RB","Michael Smith","TB",128,1166,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0
"DARYLRICHARDSON","RB","Daryl Richardson","NYJ",128,1166,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0
"BRADIEEWING","RB","Bradie Ewing","JAC",128,1166,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0
"RYANWILLIAMS","RB","Ryan Williams","DAL",128,1166,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0
"MIKELLESHOURE","RB","Mikel LeShoure","DET",128,1166,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0
"BERNARDSCOTT","RB","Bernard Scott","BAL",128,1166,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0
"MIKECOX","RB","Mike Cox","ATL",128,1166,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0
"MONTELLOWENS","RB","Montell Owens","DET",128,1166,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0
"HENRYHYNOSKI","RB","Henry Hynoski","NYG",128,1166,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0
"WILLJOHNSON","RB","Will Johnson","PIT",128,1166,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0
"BRANDONBOLDEN","RB","Brandon Bolden","NE",128,1166,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0
"ROBERTHUGHES","RB","Robert Hughes","ARI",128,1166,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0
"DUJUANHARRIS","RB","DuJuan Harris","GB",128,1166,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0
"CEDRICPEERMAN","RB","Cedric Peerman","CIN",128,1166,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0
"DENNISJOHNSON","RB","Dennis Johnson","HOU",128,1166,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0
"DEVIERPOSEY","WR","DeVier Posey","HOU",161,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"DANESANZENBACHER","WR","Dane Sanzenbacher","CIN",161,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"RYANWHALEN","WR","Ryan Whalen","CIN",161,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"PRESTONPARKER","WR","Preston Parker","NYG",161,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"SEYIAJIROTUTU","WR","Seyi Ajirotutu","SD",161,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"ANDREWHAWKINS","WR","Andrew Hawkins","CLE",161,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"KRISDURHAM","WR","Kris Durham","DET",161,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"MARLONMOORE","WR","Marlon Moore","MIA",161,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"TONEYCLEMONS","WR","Toney Clemons","CAR",161,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"JURONCRINER","WR","Juron Criner","OAK",161,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"JONBALDWIN","WR","Jon Baldwin","SF",161,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"ARRELIOUSBENN","WR","Arrelious Benn","PHI",161,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.01
"BRIANROBISKIE","WR","Brian Robiskie","TEN",161,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"RAMSESBARDEN","WR","Ramses Barden","BUF",161,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"ANTHONYARMSTRONG","WR","Anthony Armstrong","CLE",161,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"JORDANNORWOOD","WR","Jordan Norwood","DEN",161,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"ROBERTMEACHEM","WR","Robert Meachem","NO",161,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"DEREKHAGAN","WR","Derek Hagan","TEN",161,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"COURTNEYROBY","WR","Courtney Roby","ATL",161,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"DEIONBRANCH","WR","Deion Branch","IND",161,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"KASSIMOSGOOD","WR","Kassim Osgood","SF",161,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"NATHANPALMER","WR","Nathan Palmer","DEN",161,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"KEVINELLIOTT","WR","Kevin Elliott","BUF",161,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"MICHAELPRESTON","WR","Michael Preston","TEN",161,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"ARMONBINNS","WR","Armon Binns","MIA",161,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"ANDREHOLMES","WR","Andre Holmes","OAK",161,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"JOSEPHMORGAN","WR","Joseph Morgan","NO",161,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"JAMARNEWSOME","WR","Jamar Newsome","DAL",161,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"VIRGILGREEN","TE","Virgil Green","DEN",77,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"RYANTAYLOR","TE","Ryan Taylor","GB",77,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"NATEBYHAM","TE","Nate Byham","TB",77,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"MICHAELPALMER","TE","Michael Palmer","PIT",77,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"TONYMOEAKI","TE","Tony Moeaki","BUF",77,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"LADARIUSGREEN","TE","Ladarius Green","SD",77,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"EVANRODRIGUEZ","TE","Evan Rodriguez","BUF",77,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"RHETTELLISON","TE","Rhett Ellison","MIN",77,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"TAYLORTHOMPSON","TE","Taylor Thompson","TEN",77,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"JAKEOCONNELL","TE","Jake OConnell","DEN",77,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"MATTHEWMULLIGAN","TE","Matthew Mulligan","CHI",77,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"GARYBARNIDGE","TE","Gary Barnidge","CLE",77,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"KELLENDAVIS","TE","Kellen Davis","NYG",77,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"MATTSPAETH","TE","Matt Spaeth","PIT",77,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"JOELDREESSEN","TE","Joel Dreessen","DEN",77,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"CHRISCOOLEY","TE","Chris Cooley","WAS",77,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"MIKEMCNEILL","TE","Mike McNeill","CAR",77,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"CORYHARKEY","TE","Cory Harkey","STL",77,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"KONRADREULAND","TE","Konrad Reuland","NYJ",77,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"MIKELEACH","TE","Mike Leach","ARI",77,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"TRAVISKELCE","TE","Travis Kelce","KC",77,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"RODDRICKMUCKELROY","LB","Roddrick Muckelroy","WAS",200,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOREYTOOMER","LB","Korey Toomer","SEA",200,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SERGIOKINDLE","LB","Sergio Kindle","BAL",200,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JASONWILLIAMS","LB","Jason Williams","CAR",200,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOSHMAUGA","LB","Josh Mauga","NYJ",200,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANTWANAPPLEWHITE","LB","Antwan Applewhite","MIA",200,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MICHAELBOLEY","LB","Michael Boley","CIN",200,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SCOTTFUJITA","LB","Scott Fujita","CLE",200,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JASONTRUSNIK","LB","Jason Trusnik","MIA",200,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JUSTINCOLE","LB","Justin Cole","OAK",200,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MIKERIVERA","LB","Mike Rivera","NE",200,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JONATHANFREENY","LB","Jonathan Freeny","MIA",200,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TYRONEMCKENZIE","LB","Tyrone McKenzie","MIN",200,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GREGLLOYD","LB","Greg Lloyd","BUF",200,1166,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
